"实例ID","名称","性能约束","操作系统","主机名","状态","描述","实例规格","实例规格族","镜像ID","CPU","内存","Region名称","所在可用区","公网IP","内网IP","弹性IP","付费类型","网络类型","带宽","创建时间（UTC）","到期时间（UTC）","标签","安全组","专有网络属性"
"i-wz9e1gjs4hf95f9k3npg","iZ4hf95f9k3npgZ","Standard","Windows Server  2019 Data Center Edition 64bit Chinese Edition","iZ4hf95f9k3npgZ","Running","","ecs.t5-c1m2.large","ecs.t5","win2019_1809_x64_dtc_zh-cn_40G_alibase_20200723.vhd","2","4096","cn-shenzhen","cn-shenzhen-b","120.78.127.237","172.22.98.57","","包年包月","vpc","1","2020-08-11T01:32Z","2021-02-11T16:00Z","","{SecurityGroupId=[sg-wz92cvma9o194z3retkc]}","{PrivateIpAddress={IpAddress=[172.22.98.57]}, VpcId=vpc-wz9cf0zp31z3l1w4y55zh, VSwitchId=vsw-wz9kiqtmyioo3hpi2rql2, NatIpAddress=}"
